id_pemesanan,id_pelanggan,id_gudang,tanggal_pemesanan,tanggal_pengiriman
2296,3837,6509,2/22/19,2/25/19
2297,2713,4338,2/22/19,2/25/19
2298,9966,8118,2/23/19,2/26/19
2299,3325,8118,2/23/19,2/26/19
2300,8973,8118,2/23/19,2/26/19
2301,2047,8118,2/23/19,2/26/19
2302,8180,8118,2/23/19,2/26/19
2303,1601,8118,2/23/19,2/26/19
2304,2242,8118,2/23/19,2/26/19
2305,4778,2666,2/23/19,2/26/19
2306,5224,2666,2/23/19,2/26/19
2307,4512,2666,2/23/19,2/26/19
2308,3672,2666,2/23/19,2/26/19
2309,3521,2666,2/23/19,2/26/19
2310,3879,2666,2/23/19,2/26/19
2311,2397,9080,2/23/19,2/26/19
2312,3959,9080,2/23/19,2/26/19
2313,8925,9080,2/23/19,2/26/19
2314,4503,1543,2/23/19,2/26/19
2315,6487,1543,2/23/19,2/26/19
2316,1245,1543,2/23/19,2/26/19
2317,9327,6509,2/23/19,2/26/19
2318,4338,6509,2/23/19,2/26/19
2319,5548,6509,2/23/19,2/26/19
2320,6165,6509,2/23/19,2/26/19
2321,9556,6509,2/23/19,2/26/19
2322,7820,6509,2/23/19,2/26/19
2323,5002,6509,2/23/19,2/26/19
2324,7537,6509,2/23/19,2/26/19
2325,8809,4338,2/23/19,2/26/19
2326,8540,8118,2/24/19,2/27/19
2327,3979,8118,2/24/19,2/27/19
2328,7830,8118,2/24/19,2/27/19
2329,4731,8118,2/24/19,2/27/19
2330,1138,8118,2/24/19,2/27/19
2331,9047,8118,2/24/19,2/27/19
2332,1922,8118,2/24/19,2/27/19
2333,2869,2666,2/24/19,2/27/19
2334,2857,2666,2/24/19,2/27/19
2335,5977,2666,2/24/19,2/27/19
2336,4969,2666,2/24/19,2/27/19
2337,6991,2666,2/24/19,2/27/19
2338,5731,2666,2/24/19,2/27/19
2339,2639,2666,2/24/19,2/27/19
2340,2671,2666,2/24/19,2/27/19
2341,3541,2666,2/24/19,2/27/19
2342,7333,2666,2/24/19,2/27/19
2343,5244,9080,2/24/19,2/27/19
2344,9443,1543,2/24/19,2/27/19
2345,3084,6509,2/24/19,2/27/19
2346,5125,6509,2/24/19,2/27/19
2347,9723,6509,2/24/19,2/27/19
2348,3232,6509,2/24/19,2/27/19
2349,9691,6509,2/24/19,2/27/19
2350,2339,6509,2/24/19,2/27/19
2351,5256,6509,2/24/19,2/27/19
2352,7276,4338,2/24/19,2/27/19
2353,4552,8118,2/25/19,2/28/19
2354,4635,8118,2/25/19,2/28/19
2355,3577,8118,2/25/19,2/28/19
2356,2718,8118,2/25/19,2/28/19
2357,3678,8118,2/25/19,2/28/19
2358,2246,8118,2/25/19,2/28/19
2359,2314,8118,2/25/19,2/28/19
2360,5879,2666,2/25/19,2/28/19
2361,9544,2666,2/25/19,2/28/19
2362,5673,2666,2/25/19,2/28/19
2363,6317,2666,2/25/19,2/28/19
2364,2951,2666,2/25/19,2/28/19
2365,2639,2666,2/25/19,2/28/19
2366,9963,1543,2/25/19,2/28/19
2367,8970,1543,2/25/19,2/28/19
2368,1481,6509,2/25/19,2/28/19
2369,6086,6509,2/25/19,2/28/19
2370,5285,6509,2/25/19,2/28/19
2371,6056,6509,2/25/19,2/28/19
2372,1064,6509,2/25/19,2/28/19
2373,5960,6509,2/25/19,2/28/19
2374,2473,8118,2/26/19,3/1/19
2375,2740,8118,2/26/19,3/1/19
2376,1232,8118,2/26/19,3/1/19
2377,8992,8118,2/26/19,3/1/19
2378,5685,8118,2/26/19,3/1/19
2379,5476,2666,2/26/19,3/1/19
2380,7413,2666,2/26/19,3/1/19
2381,4409,2666,2/26/19,3/1/19
2382,3866,2666,2/26/19,3/1/19
2383,3212,2666,2/26/19,3/1/19
2384,9467,1543,2/26/19,3/1/19
2385,6533,1543,2/26/19,3/1/19
2386,5609,1543,2/26/19,3/1/19
2387,9250,6509,2/26/19,3/1/19
2388,5462,6509,2/26/19,3/1/19
2389,5286,8118,2/27/19,3/2/19
2390,5539,8118,2/27/19,3/2/19
2391,4659,8118,2/27/19,3/2/19
2392,8923,8118,2/27/19,3/2/19
2393,9378,8118,2/27/19,3/2/19
2394,3654,8118,2/27/19,3/2/19
2395,8274,8118,2/27/19,3/2/19
2396,5641,8118,2/27/19,3/2/19
2397,7061,8118,2/27/19,3/2/19
2398,6137,8118,2/27/19,3/2/19
2399,2510,8118,2/27/19,3/2/19
2400,2300,2666,2/27/19,3/2/19
2401,8344,2666,2/27/19,3/2/19
2402,5662,2666,2/27/19,3/2/19
2403,1487,2666,2/27/19,3/2/19
2404,7630,2666,2/27/19,3/2/19
2405,2856,2666,2/27/19,3/2/19
2406,5163,2666,2/27/19,3/2/19
2407,3370,2666,2/27/19,3/2/19
2408,7499,9080,2/27/19,3/2/19
2409,3171,9080,2/27/19,3/2/19
2410,6949,1543,2/27/19,3/2/19
2411,4872,1543,2/27/19,3/2/19
2412,7464,1543,2/27/19,3/2/19
2413,9124,6509,2/27/19,3/2/19
2414,2794,6509,2/27/19,3/2/19
2415,7732,6509,2/27/19,3/2/19
2416,8143,6509,2/27/19,3/2/19
2417,2895,6509,2/27/19,3/2/19
2418,8644,4338,2/27/19,3/2/19
2419,2160,8118,2/28/19,3/3/19
2420,6883,8118,2/28/19,3/3/19
2421,5328,8118,2/28/19,3/3/19
2422,4946,8118,2/28/19,3/3/19
2423,8793,8118,2/28/19,3/3/19
2424,5959,8118,2/28/19,3/3/19
2425,4172,8118,2/28/19,3/3/19
2426,1673,8118,2/28/19,3/3/19
2427,6965,8118,2/28/19,3/3/19
2428,4227,8118,2/28/19,3/3/19
2429,5585,8118,2/28/19,3/3/19
2430,6284,2666,2/28/19,3/3/19
2431,6702,2666,2/28/19,3/3/19
2432,8000,2666,2/28/19,3/3/19
2433,2055,2666,2/28/19,3/3/19
2434,6425,2666,2/28/19,3/3/19
2435,9491,2666,2/28/19,3/3/19
2436,8201,2666,2/28/19,3/3/19
2437,8952,2666,2/28/19,3/3/19
2438,5676,2666,2/28/19,3/3/19
2439,5571,2666,2/28/19,3/3/19
2440,8338,2666,2/28/19,3/3/19
2441,3450,2666,2/28/19,3/3/19
2442,8304,2666,2/28/19,3/3/19
2443,9908,2666,2/28/19,3/3/19
2444,6977,2666,2/28/19,3/3/19
2445,1225,2666,2/28/19,3/3/19
2446,7017,9080,2/28/19,3/3/19
2447,1602,1543,2/28/19,3/3/19
2448,7246,1543,2/28/19,3/3/19
2449,3152,1543,2/28/19,3/3/19
2450,9350,6509,2/28/19,3/3/19
2451,3623,6509,2/28/19,3/3/19
2452,9188,6509,2/28/19,3/3/19
2453,1121,8118,3/1/19,3/4/19
2454,7052,8118,3/1/19,3/4/19
2455,5670,8118,3/1/19,3/4/19
2456,5953,8118,3/1/19,3/4/19
2457,6703,8118,3/1/19,3/4/19
2458,1178,8118,3/1/19,3/4/19
2459,8897,8118,3/1/19,3/4/19
2460,1429,8118,3/1/19,3/4/19
2461,2699,8118,3/1/19,3/4/19
2462,8549,8118,3/1/19,3/4/19
2463,4138,8118,3/1/19,3/4/19
2464,8874,2666,3/1/19,3/4/19
2465,2505,2666,3/1/19,3/4/19
2466,3941,2666,3/1/19,3/4/19
2467,4199,2666,3/1/19,3/4/19
2468,6048,2666,3/1/19,3/4/19
2469,2822,2666,3/1/19,3/4/19
2470,2469,2666,3/1/19,3/4/19
2471,3053,2666,3/1/19,3/4/19
2472,7001,2666,3/1/19,3/4/19
2473,2094,2666,3/1/19,3/4/19
2474,5719,2666,3/1/19,3/4/19
2475,2893,2666,3/1/19,3/4/19
2476,5195,2666,3/1/19,3/4/19
2477,3169,2666,3/1/19,3/4/19
2478,3124,9080,3/1/19,3/4/19
2479,2927,1543,3/1/19,3/4/19
2480,2561,6509,3/1/19,3/4/19
2481,8455,6509,3/1/19,3/4/19
2482,5092,6509,3/1/19,3/4/19
2483,5729,6509,3/1/19,3/4/19
2484,2368,6509,3/1/19,3/4/19
2485,9799,6509,3/1/19,3/4/19
2486,1118,6509,3/1/19,3/4/19
2487,4508,8118,3/2/19,3/5/19
2488,1642,8118,3/2/19,3/5/19
2489,9729,8118,3/2/19,3/5/19
2490,1562,8118,3/2/19,3/5/19
2491,9129,8118,3/2/19,3/5/19
2492,7532,8118,3/2/19,3/5/19
2493,1334,2666,3/2/19,3/5/19
2494,4382,2666,3/2/19,3/5/19
2495,3494,2666,3/2/19,3/5/19
2496,3840,2666,3/2/19,3/5/19
2497,7697,2666,3/2/19,3/5/19
2498,4600,2666,3/2/19,3/5/19
2499,6489,2666,3/2/19,3/5/19
2500,6309,2666,3/2/19,3/5/19
2501,8716,9080,3/2/19,3/5/19
2502,9791,9080,3/2/19,3/5/19
2503,5306,1543,3/2/19,3/5/19
2504,8181,1543,3/2/19,3/5/19
2505,9762,1543,3/2/19,3/5/19
2506,9593,6509,3/2/19,3/5/19
2507,1601,6509,3/2/19,3/5/19
2508,9992,6509,3/2/19,3/5/19
2509,5610,6509,3/2/19,3/5/19
2510,7232,6509,3/2/19,3/5/19
2511,6826,6509,3/2/19,3/5/19
2512,9586,6509,3/2/19,3/5/19
2513,8855,6509,3/2/19,3/5/19
2514,2844,8118,3/3/19,3/6/19
2515,1878,8118,3/3/19,3/6/19
2516,6453,8118,3/3/19,3/6/19
2517,4476,8118,3/3/19,3/6/19
2518,9166,8118,3/3/19,3/6/19
2519,5518,2666,3/3/19,3/6/19
2520,4968,2666,3/3/19,3/6/19
2521,3057,2666,3/3/19,3/6/19
2522,8937,2666,3/3/19,3/6/19
2523,9075,2666,3/3/19,3/6/19
2524,7748,2666,3/3/19,3/6/19
2525,1140,2666,3/3/19,3/6/19
2526,8519,2666,3/3/19,3/6/19
2527,2635,9080,3/3/19,3/6/19
2528,8075,1543,3/3/19,3/6/19
2529,1188,6509,3/3/19,3/6/19
2530,2512,6509,3/3/19,3/6/19
2531,3846,6509,3/3/19,3/6/19
2532,2495,6509,3/3/19,3/6/19
2533,4259,6509,3/3/19,3/6/19
2534,3651,6509,3/3/19,3/6/19
2535,7839,4338,3/3/19,3/6/19
2536,5091,8118,3/4/19,3/7/19
2537,2284,8118,3/4/19,3/7/19
2538,2038,8118,3/4/19,3/7/19
2539,7147,8118,3/4/19,3/7/19
2540,6100,8118,3/4/19,3/7/19
2541,2101,8118,3/4/19,3/7/19
2542,8611,8118,3/4/19,3/7/19
2543,7157,8118,3/4/19,3/7/19
2544,9911,2666,3/4/19,3/7/19
2545,1940,2666,3/4/19,3/7/19
2546,2903,2666,3/4/19,3/7/19
2547,9116,2666,3/4/19,3/7/19
2548,6326,2666,3/4/19,3/7/19
2549,4896,2666,3/4/19,3/7/19
2550,3846,2666,3/4/19,3/7/19
2551,8229,9080,3/4/19,3/7/19
2552,6810,9080,3/4/19,3/7/19
2553,7481,9080,3/4/19,3/7/19
2554,4896,1543,3/4/19,3/7/19
2555,1346,6509,3/4/19,3/7/19
2556,7507,6509,3/4/19,3/7/19
2557,4359,6509,3/4/19,3/7/19
2558,6565,6509,3/4/19,3/7/19
2559,6119,6509,3/4/19,3/7/19
2560,3479,6509,3/4/19,3/7/19
2561,6407,8118,3/5/19,3/8/19
2562,9474,8118,3/5/19,3/8/19
2563,9968,8118,3/5/19,3/8/19
2564,9443,8118,3/5/19,3/8/19
2565,5692,8118,3/5/19,3/8/19
2566,5955,8118,3/5/19,3/8/19
2567,1564,8118,3/5/19,3/8/19
2568,2299,2666,3/5/19,3/8/19
2569,6619,2666,3/5/19,3/8/19
2570,3042,2666,3/5/19,3/8/19
2571,7614,2666,3/5/19,3/8/19
2572,7775,2666,3/5/19,3/8/19
2573,5713,2666,3/5/19,3/8/19
2574,8778,9080,3/5/19,3/8/19
2575,1403,9080,3/5/19,3/8/19
2576,1596,1543,3/5/19,3/8/19
2577,5520,6509,3/5/19,3/8/19
2578,8999,6509,3/5/19,3/8/19
2579,5225,6509,3/5/19,3/8/19
2580,5322,6509,3/5/19,3/8/19
2581,7683,6509,3/5/19,3/8/19
2582,3531,4338,3/5/19,3/8/19
2583,3932,4338,3/5/19,3/8/19
2584,7462,4338,3/5/19,3/8/19
2585,2525,8118,3/6/19,3/9/19
2586,5038,8118,3/6/19,3/9/19
2587,5771,8118,3/6/19,3/9/19
2588,2499,8118,3/6/19,3/9/19
2589,2320,8118,3/6/19,3/9/19
2590,7294,8118,3/6/19,3/9/19
2591,1872,8118,3/6/19,3/9/19
2592,1841,8118,3/6/19,3/9/19
2593,9724,8118,3/6/19,3/9/19
2594,4564,8118,3/6/19,3/9/19
2595,8448,8118,3/6/19,3/9/19
2596,1100,8118,3/6/19,3/9/19
2597,8797,2666,3/6/19,3/9/19
2598,7132,2666,3/6/19,3/9/19
2599,8003,2666,3/6/19,3/9/19
2600,6271,2666,3/6/19,3/9/19
2601,9396,2666,3/6/19,3/9/19
2602,5232,2666,3/6/19,3/9/19
2603,3350,2666,3/6/19,3/9/19
2604,8985,9080,3/6/19,3/9/19
2605,3723,9080,3/6/19,3/9/19
2606,8520,1543,3/6/19,3/9/19
2607,4188,1543,3/6/19,3/9/19
2608,5778,6509,3/6/19,3/9/19
2609,6897,6509,3/6/19,3/9/19
2610,6013,6509,3/6/19,3/9/19
2611,9044,6509,3/6/19,3/9/19
2612,2349,6509,3/6/19,3/9/19
2613,2004,6509,3/6/19,3/9/19
2614,8096,4338,3/6/19,3/9/19
2615,7893,4338,3/6/19,3/9/19
2616,4472,4338,3/6/19,3/9/19
2617,1417,8118,3/7/19,3/10/19
2618,5634,8118,3/7/19,3/10/19
2619,1944,8118,3/7/19,3/10/19
2620,2295,8118,3/7/19,3/10/19
2621,5728,8118,3/7/19,3/10/19
2622,2472,8118,3/7/19,3/10/19
2623,1842,8118,3/7/19,3/10/19
2624,8877,8118,3/7/19,3/10/19
2625,5595,8118,3/7/19,3/10/19
2626,6438,8118,3/7/19,3/10/19
2627,8104,8118,3/7/19,3/10/19
2628,8162,2666,3/7/19,3/10/19
2629,3105,2666,3/7/19,3/10/19
2630,5905,2666,3/7/19,3/10/19
2631,7256,2666,3/7/19,3/10/19
2632,7924,2666,3/7/19,3/10/19
2633,3779,2666,3/7/19,3/10/19
2634,1310,2666,3/7/19,3/10/19
2635,9243,9080,3/7/19,3/10/19
2636,8476,1543,3/7/19,3/10/19
2637,7021,1543,3/7/19,3/10/19
2638,2466,6509,3/7/19,3/10/19
2639,9121,6509,3/7/19,3/10/19
2640,9797,6509,3/7/19,3/10/19
2641,2358,6509,3/7/19,3/10/19
2642,2986,6509,3/7/19,3/10/19
2643,2943,6509,3/7/19,3/10/19
2644,5678,4338,3/7/19,3/10/19
2645,3318,8118,3/8/19,3/11/19
2646,8428,8118,3/8/19,3/11/19
2647,2880,8118,3/8/19,3/11/19
2648,5029,8118,3/8/19,3/11/19
2649,6320,8118,3/8/19,3/11/19
2650,3753,8118,3/8/19,3/11/19
2651,6129,8118,3/8/19,3/11/19
2652,3118,8118,3/8/19,3/11/19
2653,3422,8118,3/8/19,3/11/19
2654,7625,8118,3/8/19,3/11/19
2655,5907,2666,3/8/19,3/11/19
2656,1810,2666,3/8/19,3/11/19
2657,8120,2666,3/8/19,3/11/19
2658,3346,2666,3/8/19,3/11/19
2659,2352,2666,3/8/19,3/11/19
2660,5363,2666,3/8/19,3/11/19
2661,3292,2666,3/8/19,3/11/19
2662,6161,2666,3/8/19,3/11/19
2663,3919,2666,3/8/19,3/11/19
2664,8488,2666,3/8/19,3/11/19
2665,6971,2666,3/8/19,3/11/19
2666,1980,9080,3/8/19,3/11/19
2667,8071,9080,3/8/19,3/11/19
2668,5453,1543,3/8/19,3/11/19
2669,3382,1543,3/8/19,3/11/19
2670,1271,1543,3/8/19,3/11/19
2671,7380,6509,3/8/19,3/11/19
2672,9185,6509,3/8/19,3/11/19
2673,4489,6509,3/8/19,3/11/19
2674,3992,4338,3/8/19,3/11/19
2675,1537,8118,3/9/19,3/12/19
2676,2101,8118,3/9/19,3/12/19
2677,6281,8118,3/9/19,3/12/19
2678,3855,8118,3/9/19,3/12/19
2679,1082,8118,3/9/19,3/12/19
2680,2183,8118,3/9/19,3/12/19
2681,2919,8118,3/9/19,3/12/19
2682,6244,8118,3/9/19,3/12/19
2683,5035,8118,3/9/19,3/12/19
2684,5579,8118,3/9/19,3/12/19
2685,1229,8118,3/9/19,3/12/19
2686,3253,8118,3/9/19,3/12/19
2687,1919,8118,3/9/19,3/12/19
2688,2044,8118,3/9/19,3/12/19
2689,1543,2666,3/9/19,3/12/19
2690,8065,2666,3/9/19,3/12/19
2691,1115,2666,3/9/19,3/12/19
2692,6624,2666,3/9/19,3/12/19
2693,3769,2666,3/9/19,3/12/19
2694,1474,2666,3/9/19,3/12/19
2695,4988,2666,3/9/19,3/12/19
2696,2318,2666,3/9/19,3/12/19
2697,3398,2666,3/9/19,3/12/19
2698,1355,2666,3/9/19,3/12/19
2699,9104,2666,3/9/19,3/12/19
2700,1030,2666,3/9/19,3/12/19
2701,5859,9080,3/9/19,3/12/19
2702,6205,9080,3/9/19,3/12/19
2703,9378,9080,3/9/19,3/12/19
2704,3852,1543,3/9/19,3/12/19
2705,7023,1543,3/9/19,3/12/19
2706,9140,6509,3/9/19,3/12/19
2707,3393,6509,3/9/19,3/12/19
2708,7931,6509,3/9/19,3/12/19
2709,1456,6509,3/9/19,3/12/19
2710,1362,6509,3/9/19,3/12/19
2711,3573,6509,3/9/19,3/12/19
2712,3162,4338,3/9/19,3/12/19
2713,4107,8118,3/10/19,3/13/19
2714,9953,8118,3/10/19,3/13/19
2715,4033,8118,3/10/19,3/13/19
2716,3747,8118,3/10/19,3/13/19
2717,6362,8118,3/10/19,3/13/19
2718,7992,8118,3/10/19,3/13/19
2719,3510,8118,3/10/19,3/13/19
2720,5876,8118,3/10/19,3/13/19
2721,3517,8118,3/10/19,3/13/19
2722,4546,8118,3/10/19,3/13/19
2723,5828,8118,3/10/19,3/13/19
2724,8783,2666,3/10/19,3/13/19
2725,5736,2666,3/10/19,3/13/19
2726,1478,2666,3/10/19,3/13/19
2727,7639,2666,3/10/19,3/13/19
2728,7661,2666,3/10/19,3/13/19
2729,1920,2666,3/10/19,3/13/19
2730,6254,2666,3/10/19,3/13/19
2731,5884,2666,3/10/19,3/13/19
2732,7858,2666,3/10/19,3/13/19
2733,2808,9080,3/10/19,3/13/19
2734,1720,1543,3/10/19,3/13/19
2735,9276,1543,3/10/19,3/13/19
2736,9540,1543,3/10/19,3/13/19
2737,2423,6509,3/10/19,3/13/19
2738,5030,6509,3/10/19,3/13/19
2739,9047,6509,3/10/19,3/13/19
2740,7116,6509,3/10/19,3/13/19
2741,5812,6509,3/10/19,3/13/19
2742,3823,6509,3/10/19,3/13/19
2743,1113,8118,3/11/19,3/14/19
2744,5225,8118,3/11/19,3/14/19
2745,8045,8118,3/11/19,3/14/19
2746,8829,8118,3/11/19,3/14/19
2747,3960,8118,3/11/19,3/14/19
2748,1912,8118,3/11/19,3/14/19
2749,3257,8118,3/11/19,3/14/19
2750,1961,8118,3/11/19,3/14/19
2751,2275,8118,3/11/19,3/14/19
2752,3269,8118,3/11/19,3/14/19
2753,1911,8118,3/11/19,3/14/19
2754,6887,8118,3/11/19,3/14/19
2755,7231,2666,3/11/19,3/14/19
2756,6013,2666,3/11/19,3/14/19
2757,9654,2666,3/11/19,3/14/19
2758,2866,2666,3/11/19,3/14/19
2759,2889,2666,3/11/19,3/14/19
2760,3264,2666,3/11/19,3/14/19
2761,7901,2666,3/11/19,3/14/19
2762,5266,2666,3/11/19,3/14/19
2763,7627,2666,3/11/19,3/14/19
2764,7389,9080,3/11/19,3/14/19
2765,6151,6509,3/11/19,3/14/19
2766,3236,6509,3/11/19,3/14/19
2767,1001,6509,3/11/19,3/14/19
2768,2198,6509,3/11/19,3/14/19
2769,8614,8118,3/12/19,3/15/19
2770,4311,8118,3/12/19,3/15/19
2771,2993,8118,3/12/19,3/15/19
2772,7946,8118,3/12/19,3/15/19
2773,5428,8118,3/12/19,3/15/19
2774,5855,8118,3/12/19,3/15/19
2775,4316,8118,3/12/19,3/15/19
2776,3639,8118,3/12/19,3/15/19
2777,3400,2666,3/12/19,3/15/19
2778,2948,2666,3/12/19,3/15/19
2779,5614,2666,3/12/19,3/15/19
2780,7492,2666,3/12/19,3/15/19
2781,9382,2666,3/12/19,3/15/19
2782,5515,2666,3/12/19,3/15/19
2783,5171,9080,3/12/19,3/15/19
2784,3274,6509,3/12/19,3/15/19
2785,6551,6509,3/12/19,3/15/19
2786,1091,6509,3/12/19,3/15/19
2787,9028,6509,3/12/19,3/15/19
2788,5425,6509,3/12/19,3/15/19
2789,4955,6509,3/12/19,3/15/19
2790,5495,6509,3/12/19,3/15/19
2791,9201,6509,3/12/19,3/15/19
2792,8991,6509,3/12/19,3/15/19
2793,3094,6509,3/12/19,3/15/19
2794,4859,6509,3/12/19,3/15/19
2795,3944,6509,3/12/19,3/15/19
2796,7362,4338,3/12/19,3/15/19
2797,4121,8118,3/13/19,3/16/19
2798,6885,8118,3/13/19,3/16/19
2799,3455,8118,3/13/19,3/16/19
2800,4053,8118,3/13/19,3/16/19
2801,8093,8118,3/13/19,3/16/19
2802,2173,2666,3/13/19,3/16/19
2803,2309,2666,3/13/19,3/16/19
2804,5541,2666,3/13/19,3/16/19
2805,8832,2666,3/13/19,3/16/19
2806,4559,2666,3/13/19,3/16/19
2807,7942,2666,3/13/19,3/16/19
2808,4598,2666,3/13/19,3/16/19
2809,9446,2666,3/13/19,3/16/19
2810,3053,2666,3/13/19,3/16/19
2811,8651,2666,3/13/19,3/16/19
2812,8661,9080,3/13/19,3/16/19
2813,5172,1543,3/13/19,3/16/19
2814,4526,6509,3/13/19,3/16/19
2815,8343,6509,3/13/19,3/16/19
2816,4017,6509,3/13/19,3/16/19
2817,8570,6509,3/13/19,3/16/19
2818,7508,6509,3/13/19,3/16/19
2819,1682,6509,3/13/19,3/16/19
2820,6340,6509,3/13/19,3/16/19
2821,1786,6509,3/13/19,3/16/19
2822,2685,6509,3/13/19,3/16/19
2823,1253,6509,3/13/19,3/16/19
2824,2389,6509,3/13/19,3/16/19
2825,2654,4338,3/13/19,3/16/19
2826,9639,8118,3/14/19,3/17/19
2827,3918,8118,3/14/19,3/17/19
2828,2761,8118,3/14/19,3/17/19
2829,9906,8118,3/14/19,3/17/19
2830,8721,8118,3/14/19,3/17/19
2831,5882,8118,3/14/19,3/17/19
2832,6510,8118,3/14/19,3/17/19
2833,9993,8118,3/14/19,3/17/19
2834,8976,2666,3/14/19,3/17/19
2835,7245,2666,3/14/19,3/17/19
2836,1041,2666,3/14/19,3/17/19
2837,2706,2666,3/14/19,3/17/19
2838,5181,2666,3/14/19,3/17/19
2839,6433,2666,3/14/19,3/17/19
2840,5826,2666,3/14/19,3/17/19
2841,8383,2666,3/14/19,3/17/19
2842,9259,9080,3/14/19,3/17/19
2843,8642,9080,3/14/19,3/17/19
2844,6731,1543,3/14/19,3/17/19
2845,2462,1543,3/14/19,3/17/19
2846,7015,1543,3/14/19,3/17/19
2847,9453,1543,3/14/19,3/17/19
2848,5994,1543,3/14/19,3/17/19
2849,8312,6509,3/14/19,3/17/19
2850,3066,6509,3/14/19,3/17/19
2851,1815,6509,3/14/19,3/17/19
2852,6211,6509,3/14/19,3/17/19
2853,3684,6509,3/14/19,3/17/19
2854,3260,6509,3/14/19,3/17/19
2855,8062,6509,3/14/19,3/17/19
2856,6564,4338,3/14/19,3/17/19
2857,1286,4338,3/14/19,3/17/19
2858,4895,8118,3/15/19,3/18/19
2859,1903,8118,3/15/19,3/18/19
2860,8853,8118,3/15/19,3/18/19
2861,8565,8118,3/15/19,3/18/19
2862,2621,8118,3/15/19,3/18/19
2863,9081,8118,3/15/19,3/18/19
2864,5280,8118,3/15/19,3/18/19
2865,5041,8118,3/15/19,3/18/19
2866,2551,8118,3/15/19,3/18/19
2867,4579,8118,3/15/19,3/18/19
2868,3069,8118,3/15/19,3/18/19
2869,3778,2666,3/15/19,3/18/19
2870,6821,2666,3/15/19,3/18/19
2871,9434,2666,3/15/19,3/18/19
2872,2851,2666,3/15/19,3/18/19
2873,9442,2666,3/15/19,3/18/19
2874,4067,2666,3/15/19,3/18/19
2875,2788,2666,3/15/19,3/18/19
2876,2217,2666,3/15/19,3/18/19
2877,6697,2666,3/15/19,3/18/19
2878,9587,2666,3/15/19,3/18/19
2879,2405,2666,3/15/19,3/18/19
2880,1591,9080,3/15/19,3/18/19
2881,9534,1543,3/15/19,3/18/19
2882,2797,1543,3/15/19,3/18/19
2883,7841,6509,3/15/19,3/18/19
2884,8624,6509,3/15/19,3/18/19
2885,4811,6509,3/15/19,3/18/19
2886,2490,6509,3/15/19,3/18/19
2887,9345,6509,3/15/19,3/18/19
2888,3505,6509,3/15/19,3/18/19
2889,6989,4338,3/15/19,3/18/19
2890,3018,8118,3/16/19,3/19/19
2891,1396,8118,3/16/19,3/19/19
2892,8106,8118,3/16/19,3/19/19
2893,1129,8118,3/16/19,3/19/19
2894,5051,2666,3/16/19,3/19/19
2895,6760,2666,3/16/19,3/19/19
2896,9989,2666,3/16/19,3/19/19
2897,8923,2666,3/16/19,3/19/19
2898,7492,2666,3/16/19,3/19/19
2899,7216,2666,3/16/19,3/19/19
2900,3344,2666,3/16/19,3/19/19
2901,5636,2666,3/16/19,3/19/19
2902,8985,9080,3/16/19,3/19/19
2903,5279,9080,3/16/19,3/19/19
2904,9777,1543,3/16/19,3/19/19
2905,7230,6509,3/16/19,3/19/19
2906,7130,6509,3/16/19,3/19/19
2907,4501,6509,3/16/19,3/19/19
2908,1015,6509,3/16/19,3/19/19
2909,8110,6509,3/16/19,3/19/19
2910,1197,6509,3/16/19,3/19/19
2911,9338,6509,3/16/19,3/19/19
2912,2306,4338,3/16/19,3/19/19
2913,9039,8118,3/17/19,3/20/19
2914,9674,8118,3/17/19,3/20/19
2915,3842,8118,3/17/19,3/20/19
2916,9353,8118,3/17/19,3/20/19
2917,5165,8118,3/17/19,3/20/19
2918,1333,8118,3/17/19,3/20/19
2919,5205,8118,3/17/19,3/20/19
2920,3888,8118,3/17/19,3/20/19
2921,1551,8118,3/17/19,3/20/19
2922,5508,8118,3/17/19,3/20/19
2923,2339,8118,3/17/19,3/20/19
2924,5428,8118,3/17/19,3/20/19
2925,4619,8118,3/17/19,3/20/19
2926,2576,2666,3/17/19,3/20/19
2927,8343,2666,3/17/19,3/20/19
2928,2982,2666,3/17/19,3/20/19
2929,2051,2666,3/17/19,3/20/19
2930,6318,2666,3/17/19,3/20/19
2931,3315,2666,3/17/19,3/20/19
2932,7961,2666,3/17/19,3/20/19
2933,7825,9080,3/17/19,3/20/19
2934,9250,9080,3/17/19,3/20/19
2935,7760,9080,3/17/19,3/20/19
2936,4502,1543,3/17/19,3/20/19
2937,3702,1543,3/17/19,3/20/19
2938,5507,1543,3/17/19,3/20/19
2939,9230,1543,3/17/19,3/20/19
2940,9548,1543,3/17/19,3/20/19
2941,5029,6509,3/17/19,3/20/19
2942,1565,6509,3/17/19,3/20/19
2943,2508,6509,3/17/19,3/20/19
2944,9386,4338,3/17/19,3/20/19
2945,2609,8118,3/18/19,3/21/19
2946,3255,8118,3/18/19,3/21/19
2947,8347,8118,3/18/19,3/21/19
2948,6088,8118,3/18/19,3/21/19
2949,2290,8118,3/18/19,3/21/19
2950,6237,8118,3/18/19,3/21/19
2951,5220,8118,3/18/19,3/21/19
2952,3080,8118,3/18/19,3/21/19
2953,3509,2666,3/18/19,3/21/19
2954,3334,2666,3/18/19,3/21/19
2955,9094,2666,3/18/19,3/21/19
2956,1622,2666,3/18/19,3/21/19
2957,2269,2666,3/18/19,3/21/19
2958,7039,2666,3/18/19,3/21/19
2959,2710,2666,3/18/19,3/21/19
